dialog,emotion
"그래? 어머, 어떡하다가?",1
그래? 진짜야?,1
그래?... 한 번 쳐봐!,1
그래… 그러면 되는 거 구나.,1
그래…… ……자유로운 것도 있구나.,1
그래……?,1
"그래그래, 설마 4번이나 길을 틀릴줄이야…. 너 수학 도형 엄청 못하지?",1
그래도 괜찮아요? 정말 기다려 줄 거예요?,1
그래도 너무 대담한 거 아니에요? 계획대로 안되면 어쩔뻔 했어요.,1
그래도 네가 중년 취향인 줄은 정말 몰랐어.,1
그래도 네가 짝사랑하는 남자가 먼저 같이 가자고 말을 꺼냈는데 그걸 거부했다고?,1
그래도 다행이에요!! 난 갑자기 떠나겠다고 해서. 혼자 남미 여행 가는 줄 알구. 얼마나 놀랬다구요!!!,1
"그래도 돼? 정말, 내가 하고 싶은 대로 해도 돼?",1
그래도 일단 만나 보는 게 좋지 않을까요?,1
그래도 학생이 같은 립스틱이 많이 필요할까? 돈도 은근히 많이들지 않아?,1
그래두 오랜만에 외식인데.,1
그래서 그렇게 왕따에 대해 잘 알고 있었구나.,1
그래서 지금 심고 있었던 거야?,1
"그래서, 그래서 집을 나왔다구?",1
"그래서, 언니가 보는 앞에서 입술 박치기를 시도했다고? 완전 제정신이 아니네.",1
"그래서, 의사선생 만난거야?",1
그래서. 헤어졌다구?! ,1
그래서... 30만원이라구요?,1
그래요. 그럼 그놈들도 못나갔겠네요. 그렇지요?,1
그래요..?,1
그래요?,1
그래요? ,1
그래요? 같이 가도 돼요?,1
그래요? 공원하고 가까우면 운동하기에도 좋겠네요.,1
그래요? 그러면 나갈만 하네요.,1
그래요? 그럼 미술관은 어때요?,1
그래요? 그럼 빨리 들어가서 구경해요.,1
그래요? 난 좀 어색한데.,1
그래요? 다행이네. 근데 신기하네. 이게 왜 달달해..?,1
그래요? 많이 다쳤어요? 빨리 병원으로 데리고 가세요.,1
그래요? 병원에는 가 보셨어요?,1
그래요? 사람들은 안 다쳤대요?,1
그래요? 약은 먹었어요?,1
그래요? 영광이네요.,1
그래요? 전 복잡한 원리를 알기 쉽게 설명해서 좋다고 생각했는데……,1
그래요? 직접 만들어 주려고요?,1
그래요?!! 뭔데요?,1
그래요??!! 아줌마... 저. 그 분 주소 좀 알려주세요. ,1
그랬……구나.,1
그랬구나. 난 네가 그냥 몰려다니는 걸 싫어하는 건 줄 알았어.,1
그러게! 걔는 완전 잘생겼으니까!,1
그러게! 걘 완전 잘생겼으니까!,1
그러게! 느낌이 딱 그랬어! 너도 축구랑 딱 맞는 느낌이거든. 옛날부터 계속 한 거야?,1
"그러게, 오해할 뻔했다. 어? 봐바. 저긴 구워준다 그러구, 저기는 데워준다 그러구, 저기는 다져준데. 찜질구, 굽구, 데우고, 다지구, 간 빼먹는 구미호보다 더 무서운 곳인 줄 알았다.",1
그러고 보니 그거 빌린 옷 아니야? 바닷물에 적셔도 괜찮아?,1
"그러고 보니, 너 얼굴이 왜 이래? 싸운거야?",1
그러고보니 네가 웬일이냐?,1
그러구보니? 아이 뭐야...그동안 내 생각 안했단 얘기잖아? 이건 뭐야?,1
그러냐…….,1
그러는 너는?,1
그러니까 니 말은 그럼 지금 내가 니 동생때문에- ,1
"그러니까 빚 같은 건 딱히……가 아니라, 어떻게 알았어?",1
"그러니까,  자기가 싫은 일만 쏙 잊어버릴 수 있다는 거잖아? 병치고는 너무 편리해 보이는데?",1
그러니까.... 문자 하나 달랑 남기고 떠난 여자를 여태 찾아 다녔단 말예요?,1
그러니까… 아무 관계도 없는 남자한테 키스해버렸다고?,1
그러면 다음 달에 배우세요.,1
그러면 되겠네요! 그럼 역에서 한시쯤에 보면 될까요?,1
그러면 이제는 어떻게 생각하는데?,1
그러셔?,1
그러셨구나!! 회장님!! 진짜 안목이 남다르시다.,1
그런 건 너무 치사하잖아! 난 항상 진심이었는데!,1
"그런 걸 다 물어보고, 별일이네?",1
그런 걸 왜 하필 이런데 와서 해?,1
그런 걸 이야기하는 게 아니잖아요. 입사면접도 그렇게까진 안해요.,1
그런 게 어딨어요!,1
"그런 말이 아냐. ……중학교 때, 좋아했다며? 저런 게 타입이었어? ……의외네.",1
"그런 문제였어!? ……최소한 말야, 최소한 갈아는 입어야잖아?",1
그런 보험을 드는 사람들이 진짜 있어? 사업이 날씨의 영향을 받는다고? 그런 게 어디 있어?,1
그런 사유로 빼주다니. 우리 담임 선생님 괜찮은거야?,1
그런 애기가 있었어? ,1
그런 일이 있었어요? 요즘 통 뉴스를 못 봐서..,1
그런 집이에요?,1
그런가? 이렇게 맛있는 고기를 무한으로 제공해주는데. 진짜 아깝다.,1
그런가요. 그럼 못 나갔겠네요.,1
그런다고 죽은 사람이 살아 돌아오나. 살림은 아들한테 맡겨놓고 이게 무슨 짓이야?,1
그런데 거기에서도 가구를 배달해 줘요?,1
그런데 겁도 없이 혼자 가신겁니까? 요즘은 교사라고 해도 애들이 안 무서워 해요.,1
그런데 두 분은 정말 사이가 좋은가봐요? 보통 남자 둘이서 그런 거 잘 안 보러 가잖아요.,1
"그런데 연락처만 교환하고 귀갓길에 그냥 헤어지다니, 말도 안 되잖아.",1
그런데 왜 기자들이 이렇게 하나도 없어요?,1
그런데 왜 방이 이사한 날과 같은 상태같지?,1
그런데 왜 이사를 했어요?,1
그런데 왜 전 한 번도 못봤죠?,1
그런데 왜 지금 여기에.,1
그런데 이런 좋은 병실을 잡고 그래요? 아줌마 꽤 사나보네.,1
그런데 전 선생님이 더 이상한데요?,1
그럴 거면 직업을 너무 잘못 선택한 거 아니야?,1
그럴 리가 없어요.,1
그럴 수도 있나?,1
그럴 신분이 아니면.. 불법체류자..? 수배범..?,1
그럴까? 잘할 수 있을까? 그보다 나 아까 엄청 창피한 소리를 한 거 같은데，괜찮을까?,1
그럴리가요. 오늘 지갑 꺼낸 적 없지 않아요?,1
그럴리가요? 매달 생활비만큼 현금 넣어두는데.. 아!,1
그럼 11시? 2시간 밖에 안 남았는데?,1
그럼 고아원에서 날 찾아낸 거야?,1
그럼 그 교수님은 여전히 사장님의 집안 내력에 대해선 모르시는 건가요?,1
그럼 그 아가씨는?,1
그럼 그냥 친구?,1
그럼 그동안 집에도 안 들어오고 바쁘다고 그런게 놀러다닌게 아니고 돈벌러 다니느라 그런 거야?,1
그럼 나 모델 시켜주는 거야?,1
그럼 내가 걔 옆에서 죽으라고 부추기고 있단 말이야?,1
그럼 내가 믿음을 주지 못했다는 거야?,1
그럼 네 남편은 어떡해? 따로 해?,1
그럼 누군데?,1
"그럼 당장 여기서 오빠랑 살림을 차리겠다는 거야, 지금?",1
그럼 더 잘됐네요.,1
그럼 보상금이 얼마인거야?,1
그럼 아버님이 그동안 말씀하신 비즈니스가 이거였어요?,1
그럼 애는요? 애가 무슨 죄에요?,1
그럼 어떻게 말하라는 거야!,1
그럼 어떻게.,1
"그럼 어제 그 오빠네 집에서 병간호하면서 밤을 세운거예요, 언니?",1
그럼 어쩌게??,1
그럼 여긴 전기가 아예 안 들어오나요?,1
그럼 왜 다 알고도 말 안했어요?,1
그럼 이게 다 네 짐이야? 4인가족 전부 이사하는거 아니였어?,1
그럼 저 아니잖아요!!,1
그럼 저 캐스팅 된 건가요?,1
그럼 지금 이대로 무대 위에 올라가나요?,1
그럼 티비도 인터넷도 아무것도 없겠네요? 전화도 없나요?,1
그럼 혼자 음악을 그렇게 크게 틀어놓고 있었어요?,1
"그럼, 저 혼자 다녀야 되나요?",1
그럼. 자기... 나 도와주기로. 약속할 수 있어?!!,1
그럼? 그럼 뭘 어쩌겠다고 짐부터 챙겨 나와?,1
그렇게 둘이 크게 싸워?,1
그렇게 마음이 급해졌어? 결혼정보학교에서 소개해주는 남자들 만나러 쫓아다닐 정도로? 여태까지 빵빵한 집안 아들들 소개도 잘 안 받더니만-,1
그렇게 물었다구요? 그래서요? 뭐라고 대답했습니까? ,1
그렇게 빨리요?,1
그렇게 서럽게 울 정도면 그냥 받아주지 그랬어.,1
그렇게 쉽게 정해 버려도 괜찮니?,1
그렇게 안 좋아?,1
그렇게 안봤는데… 장난끼가 정말 많으시네요.,1
그렇게 어려운 걸 내가 할 수 있는거야?,1
그렇게 자기 입맛에 좋은 대로 짜 맞추는 이야기가 어디 있어요!,1
그렇게 해주신다면 나는 아주 편리하겠다. 하지만 너는 오히려 인간 관계가 복잡하기 때문에 더 재미있다는 식으로 얘기할 것 같은데?,1
그렇게나 오래요?,1
그렇게밖에 말 안 해! 아니，됐으니까 꺼내.,1
"그렇구나, 너도 아련한 연심을 품은 순수한 소년이었던 적이 있구나.",1
그렇구나.,1
그렇구나. 너도 벌써 그런 나이가… 조금 섭섭하네.,1
그렇다고 수업 중에 이렇게 오면 어떡해?,1
그렇다고 화장실까지 쫓아갈 순 없잖아?,1
"그렇습니까? 오늘 꼭 오라고 했는데, 볼일이 있는 게 아니었나요?",1
그렇죠? 그럼. 고객님.. 고객님!! 그 가방!!!,1
그렇지 않아요.,1
그렇지 않아요. 교수님이 얼마나 멋있는데요!,1
그렇지만 대체 의학의 효과를 객관적이고 과학적으로 검증한 예가 별로 없어 의료계에서도 정식으로 인정하지 않는다던데요?,1
그리고 날 그렇게 찾은 거예요?,1
그림 실력이 뛰어나다는 의미의 대단하다가 아니라 한눈을 팔지 않는 자세라고 할까，그런 의미에서 말이에요.,1
그림에 관심 있는줄 몰랐네?,1
그야 그렇지만! ……어라? 그럼 괜찮은가?,1
그야 어두우면 밝을때보단 무섭지 않나요?,1
"그야, 얘에 대해 알고 있는 것도 그 때문 아니에요?",1
그쪽은 이번에는 이 학교 교수님이야?,1
"그쪽이 여긴 웬일예요? 근데, 여긴 또 어디야?",1
그치? 히야~! 바람 너무 차가워!,1
"그치만 이건 아니죠, 이럴 거면 살려낸 의미가 없잖아요,",1
근데 그걸 어떻게 알아요?,1
근데 그럼 나 동생 생기는 거야?,1
근데 너 우리 집엔 웬일이야? 무슨 일 있어?,1
근데 넌 대학 진짜로 떨어졌냐?,1
근데 니 딸 진짜 이쁘더라. 넌 좋겠다,1
근데 병원에는 웬일이야?,1
근데 아직도 선수생활 계속하세요?,1
근데 안자요..? 새벽 세시예요.,1
근데 어떻게 커피 전문이 되셨어요?,1
근데 언니. 우리 다른 나라 가면 영영 거기서만 살아? 한국에 안 돌아오고? ,1
근데 여긴 어쩐 일로..?,1
근데 왜... 나한테...?,1
근데 왜요? 돈 많으신 분이 경호원들 잔뜩 두면 될 걸.,1
근데 이건 뭐에요? 쿠키네? ,1
"근데 있잖아, 저 두 명은 진짜 소꿉친구였구나. 일단 예전부터 알고 지낸 사이란 건 들어서 알고 있었지만.",1
근데 자기에게 보험금이 그렇게나 많이 걸려있다는 걸 어떻게 알았지?,1
근데 자매가 똑같이 자연계 지망이네요?,1
"근데 저, 여기 어떻게 오셨는지..",1
근데 정말 이 꽃게를 다 써도 되요?,1
근데 제가 왜 쓰러진 거죠?,1
"근데, 너 이 점 언제 났니?",1
근데... 왜. 나랑... 생일이면 친구들이랑 같이... 파티하고 그런거...,1
근데..어떻게 하나도 안 변하셨네요?,1
근데?,1
"근데요, 저 여자는 뭐죠? 아! 선배 여자친구 분이세요~? 어… 하지만, 그렇다 쳐도 두 분이시잖아요~. ……관계가 어떻게 되시는지~?",1
글쎄라니…,1
금고주인이 제대로 안 가르쳐 주셨나 보네. 양이 좀 많은데,1
기가 찬 거다! 너，바보에도 재능이 있었구나.,1
기다려요? 누가요?,1
기다릴래...?,1
기억 안 나? 잊어버렸어? 한 달도 안됐는데?,1
기억 안 나요?,1
기억못해? 같은반인데?,1
기억하는구나! ,1
"기운이 없어보이네? 혹시나 해서 물어보겠는데, 별로 내키지 않는다든가?",1
기집애.. 오래 살고 볼 일이네.. 정말 긁어도 돼?,1
"기차라니? 도시락이라니? 분명하게 설명해봐, 오늘 대체 뭘 할 생각이야?",1
깜짝 놀랄만한 이벤트요? 어머 그게 뭔데요?,1
깜짝이야!,1
깜짝이야! 갑자기 그러면 어떡해! 놀랬잖어. ,1
깜짝이야!! 전화도 없이. 여긴. 어쩐 일이야?,1
깜짝이야... 왜요?,1
깜짝파티?,1
꼬리다!,1
꼬리표라니?,1
꽃? 그녀는 꽃을 갖고 싶어 했나?,1
꽃을 왜케 많이 샀어?,1
꿈? 무슨 꿈?,1
꿈이 깨졌어?,1
꿈이라고 말해줘!,1
끝났는데 여기서 뭐 하구 있는거야?,1
"나 또 변했지? 왜 자꾸 이러지? 안 그러려고, 안 그러고 싶다고 마음속으로 계속 비는데 자꾸 변해. 나 다시 구미호로 돌아가려고 이러는 건가?",1
나 보고 하는 소리예요?,1
나 수술하고 뭐 없어졌죠? 메스면 칼이잖아요. 그거 없어졌어요?,1
나 안 놀랐는데.. 좀 있다 봐요. 내가 지금 늦어서..,1
나 여기 있어도 돼?,1
나 유부남!,1
나 이거...하참...,1
나 찾아다닌거 정말이구나. 만날만날 왔었어?,1
나 친구 집에 잠깐 갔다 뭐야! 저 개는?,1
"나, 나? 아니, 잠깐만. 난 잘못 없어.",1
"나, 나가니?",1
나....밥은....왜 줘?,1
나...나는 약 사러 왔지!,1
나?,1
나? ... 나보고 하라고?,1
나가게? 너 큰댁에 안 갈거야?,1
나는 그런 얘기 못들었는데?,1
나는 딱 그런 줄 알았는데?,1
나는 엄청 즐거운데?,1
나는 왜 빼? ,1
나도 그런데!,1
나도 뭘 해야 돼?,1
나도 이런 마음에도 없는 말을 하는 건 싫지 않아.,1
나두 흔들려,1
나를..요? ,1
나를? 왜?,1
"나보고 그런 애를 데리고 오라고? 말도 안돼. 뭐야. 아, 사이드도 안 풀어놨네. 아, 짜증나. 누가 이딴 식으로 세워놓은 거야. 아! 뭐야? 너, 뭐야?",1
나보고 여기서... 살라구요..?,1
"나에 대한 생각? 뭐야, 뭐야, 사랑 고백? 꺄아, 나 긴장돼!",1
나에 대해?,1
나한텐 분명히 그렇게 얘기했는데?,1
낙서? ,1
낚시하러 가자매? 여기 낚시터 가는 길 아니잖아!,1
난 아직!,1
"난 어릴 때 나보다 큰 개도 키워봤지만, 아무리 장난쳐도 물려본 적 없는걸?",1
날? 그，그거 무슨 뜻이야?,1
날짜를 꼭 지켜 달라고 부탁했는데 아직까지 완성이 안 됐다니요!,1
남의 베개에다 뭘 집어 넣고 있어요? 뭐예요?,1
남자 둘이서 영화를요…?,1
남자친구가 되게 부자인가봐? 근데 왜 팔려고?,1
남자친구도 없어요? 어쩌다가?,1
남친? 아아..,1
낮과 밤 사이에 고기 맛이 달라지니?,1
낮인데 술을 먹어요 언니? ,1
내 몸이 뭐가 어떤데?,1
내 방이 아니네…….,1
내 지갑! 내 지갑 봤어?!!,1
내가 갖고 싶은 거?,1
내가 그런 식으로 말했어?,1
내가 그렇게 많이 마셨다구요? ,1
내가 누군지 알고 있었어?,1
내가 더 깜짝 놀랐어. 노트 잃어버린 줄 알고 찾으러 왔더니 하필 네가 들고 있지 뭐야.,1
내가 모르는 걸 어떻게 네가 알고 있어?,1
내가 뭐요,1
내가 뭐하러?,1
내가 뭘 어떻게 했는데?,1
내가 뭘?,1
내가 뭘?!!,1
내가 미쳤어요? 그쪽하고 보내게.,1
내가 방금 이름 불렀어요?,1
내가 살아있었으면 좋겠어?,1
"내가 어떻게 혼자 가, 그런 데를?!",1
내가 언제 구박했어요,1
내가 언제 화를 냈다고 그래?,1
내가 언제?,1
내가 언제?!,1
내가 왜 너희 삼촌을 보러 오는데?,1
내가 왜? ,1
내가 울어서 돌아온 거야?,1
내가 정말?,1
내가 할 말이다! 기껏 모르는 척 해줬더니 왜 그리 끊임 없이 소리가 나는 건데!,1
내가?,1
내가? ,1
"내가? 나, 계속 자고 있었는데..",1
내가? 언제?,1
내가? 와인 반병에?,1
내년.. 아버님. ,1
내일 아닌가.. 아! 오늘인가요 25일이?,1
내일?! 선생님，바보 아녜요? 왜 오늘에서야 말해주시는 건데요!,1
내장이라고? 소가 그렇게 우스꽝스러운 이름의 부위를 갖고 있어?,1
너 괜찮냐……?,1
너 괜찮아?,1
너 김치 안 먹어? 왜?,1
너 꼴이 그게 뭐야? 어디 쓰레기통이라도 구르다 왔어?,1
너 나 이 테이블에 앉힌 거 무슨 의도가 있었던 거냐?,1
너 눈 밑이 왜 이렇게 퀭해? 잘 못 잤어?,1
너 대패질 참 잘한다. 하긴 독일에 있을 때 스튜디오 인테리어도 니가 다 한 거지? 언제 대패질이며 그런 걸 다 배웠어?,1
너 무슨 짓 한 거야? ,1
너 뭐냐? 대체 뭔 잘못을 저질렀길래 새해벽두부터 쫓겨다니는데? 너 조폭이냐? 수배범이야?  ,1
너 뭐야. 갑자기 이렇게 찾아오면 어떡해?!,1
너 뭐야?,1
너 뭐야? ,1
너 뭐야? 나 여깄는 건 어떻게 알고 또!,1
너 뭐야? 왜 왔어?,1
너 뭐하냐?,1
너 뭐하는 거야?,1
너 뭐하는거야? 미쳤니? 다 된 밥에 재뿌리자고 작정한거야 지금?,1
너 뭐해?,1
너 뭐해? 언제 일어났어?,1
너 미역국이나 챙겨주게. 너 오늘 생일 아니야? 아니야? 생일 바꿨어?,1
너 미쳤니? 뭐야?,1
너 미쳤어? 한 달 만에 나타나서 지금 뭐하는 짓이야?,1
너 방금 나한테 오빠라고 그런 거 아냐?,1
너 벌써와? 좀 먹을래?,1
너 보면 정말 깜짝 놀랄 거다. 응? 그런데 이건 뭐냐? 책이야?,1
너 수영하기로 했잖아!,1
너 아직도 걔 신경써?,1
너 어디가?,1
너 언제 저 아줌마랑 친구 먹었냐?,1
너 여기 아침부터 왜있냐? 어제 집에 들어가는 날이었잖아.,1
너 여기 웬일이냐? ,1
너 여기서 뭐해?,1
너 여기서 뭐해? ,1
너 여자친구 생겼어?,1
너 완전 이상한 놈이구나.,1
너 왜 그래?,1
너 왜 여기 있어?,1
너 왜이래? 이성을 찾아.,1
너 요즘 왜 이렇게 가정적이야? 시간 많냐?,1
너 요즘 잠은 제대로 자고있어? 얼굴이 말이 아니네.,1
너 우니?,1
너 운동하려고 기다리고 있었던 거야?,1
너 웬일이야?,1
너 유학가게? ,1
너 이제 괜찮아?,1
너 전에 술 왕창 마시고 민폐 끼쳤던 거기 말이야?,1
너 정말 사람되는 거야?,1
너 정말 왜 그래? 혹시 능력 사라지면서 기억력도 안 좋아져? 그러면 안 되는데..,1
너 정말 왜 이러니? 그 사람 너 도와주고 있는 거야!,1
너 정말 이래도 돼?,1
너 제 정신이야? 지금 니 상황이..,1
너 지금 내 말…,1
너 지금 뭐라구 했어?,1
너 지금 설마..필기 하는 거야?,1
너 진짜 마음 있어 우리 오빠..? ,1
너 진짜 애교없는 여자구나? 그러니까 차이지.,1
너 진짜로 요리 잘 하나 보네……,1
너 찍히는 데 되게 익숙해 보인다……?,1
너 하나도 안 무서워하더라?,1
너 혹시 갈아탄 거 아니냐?,1
너 혹시 모르는 거야? 지금 말한 것들 모두 소의 내장 부위 이름이야. 내가 내장 고기를 엄청 좋아하거든.,1
너! 여기 니방 아니구 내방 맞거든? ,1
너!! 변호사 사귄다구. 왜 진작 얘기 안 했어?!!,1
"너, 나 처음 봤을 때 뭐가 쫓아왔는지 기억나?",1
"너, 너 지금 그게 무슨 말이야?",1
"너, 뭔가 하나 붙어다닌다?",1
"너, 밖에 나다녀도 괜찮은 거냐…….",1
"너, 어디 아퍼? ",1
"너, 열있는 거 아냐?",1
"너, 왜 이렇게 차가워?",1
"너, 전에도 여기 왔었어?",1
"너, 정말 왜 이러는데?",1
"너, 제법인데?",1
"너, 좋은 인연이 나타난다고 나왔잖아? 흥, 좋겠다.",1
"너, 지금 무슨 소릴…… 뭐?",1
"너, 지금.. 뭐냐?",1
"너, 진짜야? 진짜네. 너 지금 그럼 귀신이야?",1
"너, 퇴직금 받아 현장에서 너 대신 죽은 친구 어머니 가게 차려주려 한다며..? 생각은 기특한데.. 에휴.. 경찰 관두면 뭐하게, 어?",1
너，대체 어떤 공부를 하면서 산 거냐?,1
너，항상 이런 느낌이었나?,1
너.. 어디 아프니?.. 빈혈 뭐 그런 거야?,1
너.. 어떻게 된거야? 계약... 끝난거 아니었어?,1
너.. 취했어?,1
너...,1
너... 뭐야!,1
너... 알어?,1
너... 지금 뭐라구 그랬어?,1
너..떡볶이 안먹잖아. 할아버지가 장사할 때 남은 거 다 먹느라 질려서.,1
너..지금 내 케잌 먹은 거야?,1
너?! 니가 대체 여기 왜 있는 거야?!,1
너… 내가 성적가지고 조금 뭐라고 했다고 이런 식으로 괴롭히는 거냐?,1
너…….,1
너가 그런 구인정보지를 읽는다니 신기한 일이구나.,1
너는 남의 안색을 일일이 살필 만큼 섬세한 성격은 아닐 것 같은데?,1
너는 내가 그렇게 매정한 녀석으로 보이냐?,1
너는 니가 알아서 먹어. 누가 먹지 마래!!!,1
너는 뒤에서 숙덕거리는 소리를 재미있다고 생각하는 타입이야? 잔인한 인간이네.,1
"너는 무슨 치약을 다 갖고 다니냐? 하, 인제 좀 살겠다. 얼마 만에 보는 거지? 6년? 7년?",1
너는!,1
너는…… 영화?,1
"너더러 사채업을 하라구? 에이 차라리 그러느니 로펌으로 다시 돌아가지, ",1
너도 그림 그려?,1
너도 내가 누군지 알고 있었냐?,1
너도 만들었어?,1
너도 많이 뛰면 숨도 차고 힘들고 땀도 나고 그런 거야?,1
너도 엄청 엉뚱한 애구나?,1
너도 와 있었구나.,1
너도 팬이냐?,1
너두 그런 일이 있냐? 항상 잘나가시는 우리 의사 선생님이?,1
너랑 같은?,1
너를 왜 피해?,1
너무 고집부리면 미움받는다? 어차피 이 시점에서 어른들이 참견할 수 있는 일은 거의 없다면서. 너는 뭐 다를 것 같아?,1
너무 높이 평가해주셨네.,1
너무 단호하신거 아니에요?,1
"너무 어둡지 않아? 어, 텔레비전은 왜 안켜지는 갸야?",1
너무 이쁜데요? 사이즈도 맞을 거 같고.. 어떻게 이런 걸 사실 생각을 다.,1
너무 차리는 거 아니야?,1
"너무하잖냐!? 아, 하지만 왠지 긴장이 풀렸어!",1
"너무해요~ 별 생각 안 하고 했는데요~? 근데요, 선배님께서도 속 보이기로는 만만치 않으신데요~……",1
너야말로 웬일이야?,1
너야말루 놀라워. 어떻게 된 여자애가 도예 말곤 관심이 없냐?,1
"너어? 너, 너 이 자식,",1
"너였구나… 다행이다, 다행이야…. 네가 이렇게 와줘서 정말 다행이야. 잠깐만 기다려줘.",1
너희 삼촌 성실하시네. 나는 자주 전화하는 학부모는 주말엔 잘 안 받는데.,1
너희들 용케 어울리는구나.,1
넌 같이 안 가?,1
넌 그런 소문이 더 중요하냐…,1
넌 대체 여기 왜 있는 거야? 지금쯤 북유럽인지 피요르든지 갔어야 하는 거 아냐?,1
넌 어디가?,1
넌 염치도 없냐?,1
넌 오늘 왜 그러냐?,1
넌 왜 그렇게 저 사람을 싫어해? 좀 쌀쌀맞긴 하지만 잘 생겼잖아?,1
넌 저런 늙다리가 여자로 보이냐? ,1
넌 지금 어딜 나가? 수업도 없다면서?,1
넌 진짜 대단해.,1
네 그 말투를 들으니 꺼림칙한 예감밖에 안 드는데…….,1
네 남동생? 누군데?,1
네 네 ... ..네 놈이었구나 ,1
네 맞아요. 같은 아이에요. 그런데 이게 어떻게….,1
"네 언니, 엄청나네…",1
네 이론대로라면 밀지 말라고 말하는 사람을 뜨거운 물에 빠뜨려도 용사받을 일이 되는데?,1
네!,1
네! 다른 지시 사항 있으신가요?,1
네! 사장님 ,1
네!!,1
네!!! 정말요??!!! 어떻게 그런 일이!!! 말두 안돼요!!!,1
"네!? 잠깐만요, 여름방학이니까 학교는 쉬는 게......",1
"네, 누나 기획사잖아요.",1
"네, 팀장님? 뭐라고 하셨나요? ",1
네，네엣?!,1
네. 그런데 갑자기 왜요?,1
네. 그럼 언니가 과외하는 집도 여기?,1
네. 어떻게 아셨어요?,1
네. 어떻게...?,1
네. 와~,1
네.. 근데 선생님 차 사셨어요..?,1
네....? 이제 서울 올라가는 거 아녜요?,1
네...?,1
네...? 그 분이..저를 비서로요..? 저를 왜요?,1
네...? 어딜 가요..?,1
네..?,1
네..? ,1
네..? 약혼녀분 아니세요..?,1
네?,1
네? ,1
네? ... 아니 그게...,1
네? ... 좋아요. 애들 시험 끝나는 대로 이사회 열도록 하죠.,1
네? 가신다고요?,1
네? 감상문이요?,1
네? 갑자기 무슨 소리신지…,1
네? 갑자기 무슨 이야기를 해요?,1
네? 게요?,1
네? 계약해지라뇨?,1
네? 관이요?,1
네? 그건 너무 티가 나잖아요.,1
네? 그건 왜..,1
네? 그게 갑자기 무슨 말씀이세요? 변호사님?!,1
네? 그게 갑자기 무슨 말이죠?,1
네? 그게 무슨 말 같지도 않은 소리예요?,1
네? 그게 무슨 말씀이세요?,1
네? 그게 무슨 말씀이세요? 오늘 파티는 얼굴 익히기가 컨셉인데...,1
네? 그게 무슨 소리죠?,1
네? 그게... 무슨 말씀이세요?,1
네? 그런 거 안 받았는데... 그럼 가짜에요?,1
네? 그런 게 어딨어요? ,1
네? 그럴 리가 없는데..,1
네? 그럴리가요.. 제가 듣기로는..,1
네? 그럼 상태 좋아지려면 얼마나 거릴까요?,1
네? 그럼 센터장님하고 바둑 두시던...?,1
네? 그럼 이 차를 더 이상 탈 수 없다는 말씀이세요? 어떻게 고칠 수 있는 방법이 없을까요?,1
네? 그럼 학생이?,1
네? 그럼요~그럼요!,1
네? 그야 저도 참석해야 되니,1
네? 네.,1
네? 네. ,1
"네? 네. 네, 어머니.",1
네? 네.. 고맙습니다.,1
네? 네...,1
네? 네...헤어진 이유를 말할 땐. 누구나 자기한테 유리하게 말하죠... 그러니까 거짓말 아닌 거짓말을 하게 되구요…,1
네? 네..뭐..,1
네? 네에...,1
네? 네에... 맛있네요... ,1
네? 네에… 저기 욕실에 샤워부스가 없네요?,1
네? 놀리지 마세요.,1
네? 돈이요? 돈 냈잖아요.,1
네? 동기의 착오요??,1
네? 동생이요?,1
네? 동전이요? 여기...,1
네? 또 서프라이즈에요?,1
네? 무슨...,1
네? 무슨..? ,1
"네? 뭐, 뭐, 뭐가요? 좀 생각할 게 있어서요... 뭐라 그랬어요?",1
네? 뭐가요?,1
네? 뭐라구요?,1
네? 뭐요?,1
네? 번호를? 남자 번호를? 그쪽도요?,1
네? 벌써요?,1
네? 벌써요?? 사장님은요?,1
네? 병원? 아니 저기.....,1
네? 병원에 왜요?,1
네? 부회장님이요? 그 선배는 자기 주장이 너무 강해서 다른 사람 의견은 많이 무시하던데요.,1
네? 사고요??!!,1
네? 사장님한테 얘기하셨어요??!!!,1
네? 생일선물이요? ,1
네? 선물이요?,1
네? 선생님이 종이학을요? 얼마나 접으셨는데요?,1
네? 설마 도둑이라도 든건 아니겠죠?,1
네? 섭외요?,1
네? 소고기 두 근요?,1
네? 속... 속궁합이요??...,1
"네? 실장님, ",1
"네? 아, 아닐거에요! 저희 반 애들 그런 애들 아니에요!",1
네? 아.. ,1
네? 아.. 참 의대 나오셨죠 참!! 의사선생님이 링거부터 맞으랬는데요.,1
네? 아... 네... 5... 5년이요.,1
네? 아...오셨어요...그냥...추운지도 모르겠어요…,1
네? 아..아뇨. 좋아하는 사람 없는데요?,1
네? 아뇨 아닙니다. ,1
네? 아뇨.,1
네? 아뇨. 전 됐어요.,1
네? 아니 그냥 궁금해서… 저는 좋아하거든요!,1
네? 아니 어떻게 그런 일이 있죠?,1
네? 아니 체육이 아니라..,1
"네? 아니, 아직 입시도 안 끝났는데요?",1
"네? 아니, 전... 몰랐습니다. 정말. 이게 크게 오해하실 수도 있는데... 제가 뭐 다른 의도가 있어서 여기 있던 게 아니고…",1
네? 아우. 무슨. 됐어요.,1
네? 아직도 원고가 덜 들어왔다고요? 출판 일정을 어떻게 맞추려고 그래요?,1
네? 안되는데.. 저 선생님 말만 듣기로 했거든요. 안그럼 저 또 잘리는데요.,1
